index	syllables	pieces	method	preview
834	72	1	STAGE2_MANUAL	དེས་ན་བྱང་ཆུབ་སེམས་དཔའ་ལ་གནོད་པ་ནི་ཁྲོ་བ་དང་འཁྲུག་པ་ཉིད་ཡིན་
837	72	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། མྱང་འདས་ཀྱི་མདོར། མ་སྨད་གཉིས་ཆུས་ཁྱེར་བ་ན་གཅིག
841	64	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དགེ་བ་ལ་སེམས་རྩེ་གཅིག་པ་ལ་བསམ་གཏན་དུ་གསུངས་ཀྱི
845	46	1	STAGE2_MANUAL	རྟག་ཏུ་འགྲོགས་ཀྱང་རྟོགས་པར་དཀའ་ཞིང་ཐོས་བསམ་སྒོམ་པའི་ཤེས་པས་མ
849	55	1	STAGE2_MANUAL	གསུམ་པ་དེས་ན་སེམས་སྲུང་བ་ལ་འབད་པར་སྟོན་པ་ལ་ལྔ། སེམས་སྲུང་བ་མ
853	58	1	STAGE2_MANUAL	ཞེས་དང༌། འགྲེལ་ཆེན་དུ། ཆོས་ཡང་དག་པར་སྡུད་པའི་མདོ་དྲངས་པ། བྱང
855	72	1	STAGE2_MANUAL	དེ་ཅིའི་ཕྱིར་ཞེ་ན། སེམས་གང་ན་མཆིས་པ་དེ་ན་ཡོན་ཏན་དང་ཉེས་པ་རྣམ
858	134	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། མ་གྲངས་པ་ནི་རླངས་པ་མ་ཡོལ་བ་ལྟ་བུ་སྟེ། ཤེད་མ་བྱ
861	49	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ལུས་ཀྱི་རྨ་ནི་རང་བཞིན་གྱིས་ཀྱང་འཚོ་བ་དང་ཤིན་ཏུ
871	67	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། སེམས་སྲུང་བའི་ཐབས་ཅི་ཞེ་ན། བྱང་ཆུབ་ཀྱི་སེམས་མི
872	56	1	STAGE2_MANUAL	གཉིས་པ་དྲན་ཤེས་མེད་པའི་སྐྱོན་ལྔ་བཤད་པ་ནི། དྲན་ཤེས་མེད་པའི་སྐ
891	55	1	STAGE2_MANUAL	སོང་ནའང་ངན་སོང་གནོད་པ་དག། དྲན་པར་བྱས་ཏེ་ཉེ་བར་བཞག། ཅེས་གསུངས
894	67	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དགེ་བའི་བཤེས་གཉེན་ཚུལ་བཞིན་བསྟེན་པ་དང་། དེས་སེ
897	19	2	citation-split	འཇིགས་བཅས་དྲན་པ་རྟག་ཏུ་བཞག།
དེས་ནི་སངས་རྒྱས་རྗེས་དྲན་པའང༌།།

898	102	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལས་འཇིགས་པ་དང་གུས་པ་དེ་གང་ཞེ་ན། མིག་ལྡན་གྱི
910	114	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་རེ་ཞིག་དང་པོར་ཞེས་བྱ་བ་ནི་སྒོ་གསུམ་གྱི་བ
913	86	1	STAGE2_MANUAL	རང་དོན་ཞི་བདེ་འདོད་པའི་བློས་ཡིན་ན་ཉན་རང་གི་དགེ་བར་འགྱུར་ཡང་ཐ
914	147	1	STAGE2_MANUAL	ཞེས་ཤེས་པར་བྱས་ནས་ཀུན་སློང་དེའི་གཉེན་པོ་འཁོར་བའི་ཉེས་དམིགས་ས
917	80	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། མིག་ཕབ་སྟེ་ལྟ་བ་ནི་རྟག་པར་གཉའ་ཤིང་གང་ཙམ་གྱི་མད
918	63	1	STAGE2_MANUAL	འོན་ཀྱང་བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ནི་བསམ་པས་འབྱེད་དགོས་པས་ཤི
924	41	1	STAGE2_MANUAL	སེམས་ཅན་ལ་ལྟ་བ་ན་རུས་པའི་འཕྲུལ་འཁོར་བསྐྱོད་པ་ཙམ་དང༌། སྡུག་བས
926	72	1	STAGE2_MANUAL	ལྟ་སྟངས་མི་གཡེང་བ་སོགས་ཀྱང་སེམས་སྲུང་བའི་ཆེད་ཡིན་པས་གཟུགས་སོ
938	60	1	STAGE2_MANUAL	ཞེས་དམ་བཅའི་གོ་བསྒོས་ཏེ་ཤེས་བཞིན་གྱིས་བསྒྲུབ་པར་བྱ་ལ། སྐབས་ས
942	111	1	STAGE2_MANUAL	དེ་ལྟར་ཡིད་ལ་སོ་སོར་བརྟག། ཅེས་གསུངས་ཏེ། གླང་པོ་ཆེ་ནི་སྟོབས་ཆ
943	41	1	STAGE2_MANUAL	ཤེས་བཞིན་ཐག་པ་ལྟ་བུ་དེ་ཡང་གང་ཞེ་ན། ཅི་ནས་ཀྱང་ཏིང་ངེ་འཛིན་ལས་
946	44	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གང་ཡང་རུང་བའི་འཇིགས་པས་གཡེངས་ཏེ་རྟབ་རྟབ་པོར་གྱ
948	63	1	STAGE2_MANUAL	ཞེས་སོགས་རྩེ་གཅིག་ཏུ་མཉམ་པར་འཇོག་མི་ནུས་ན་ཇི་ལྟར་བྱ་ཞེ་ན། དེ
949	45	1	STAGE2_MANUAL	ཞེས་གསུངས་པ་དང་རྒྱུ་མཚན་མཚུངས་པའི་ཕྱིར། གནང་བ་འདི་ཡང་ལུས་ངག་
950	44	1	STAGE2_MANUAL	དེའི་ཚེ་ལྟུང་མེད་ཀྱི་རྒྱུ་མཚན་ཅི་ཞེ་ན། འདི་ལྟར་སྦྱིན་པའི་དུས
951	66	1	STAGE2_MANUAL	ཞེས་སྤྱིར་ཕན་ཡོན་ཆེ་ཆུང་གི་ཁྱད་ཡོད་མོད་ནའང་གཙོ་བོར་སྦྱིན་པ་ས
952	152	1	STAGE2_MANUAL	གལ་ཏེ་གཙོ་བོ་ཚུལ་ཁྲིམས་དོར་ནས་གཙོ་བོ་མ་ཡིན་པའི་སྦྱིན་པ་ལྷུར་
956	51	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟར་བྱས་ན་ཕྱི་མ་ཡང་གདོན་མི་ཟ་བར་གྲུབ་པར་འགྱ
974	57	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དགོས་པ་ཁྱད་པར་བ་མེད་པར་ལག་དལ་གྱིས་ས་རྐོ་བ་དང་ར
988	174	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཀུན་སློང་ཉོན་མོངས་པ་ཅན་གྱིས་བྱ་བ་ལ་མི་འཇུག་པར་
1001	25	2	citation-split	རིང་ཞིག་ལོན་ནས་དལ་བའི་མཆོག།
ཐོབ་པ་ཡང་དང་ཡང་བསམས་ནས།།
སེམས་དེ
1002	64	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། བླང་དོར་གྱི་གནས་ལ་མ་འཁྲུལ་བས་ཤིན་ཏུ་ངེས་པ་དང༌།
1003	111	1	STAGE2_MANUAL	སྐྱེས་བུ་དམ་པས་ཁྲེལ་དོགས་པའི་ངོ་ཚ་ཤེས་པ་དང༌། རྣམ་སྨིན་ལ་འཇིག
1004	68	1	STAGE2_MANUAL	ཞེས་ལྷག་པར་བརྩེ་བ་དང༌། སེམས་འཁྲུག་པ་སོགས་ཉོན་མོངས་པ་ཅན་གྱི་ཁ
1010	58	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། ལུས་འདི་ནི་རྟོག་པ་མེད་སེམས་པ་མེད་དེ། དུར་ཁྲོད་
1013	51	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། སུའི་ཡང་མ་ཡིན་པའི་བེམས་པོ་འདི་ལ་སེམས་སྟོང་པ་གང
1016	63	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། སེམས་ཁྱོད་ཅིས་ཀྱང་བདག་གིར་འཛིན་ན་ཤིང་སྡོང་གཙང་
1026	65	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། སེམས་ཁྱོད་ལ་ལུས་འདི་མཁོ་བ་ཅུང་ཟད་ཀྱང་མེད་དེ། ཁ
1027	99	1	STAGE2_MANUAL	འདིར་དོགས་པ་འདི་འབྱུང་བའི་གནས་ཡོད་དེ། ལུས་དེ་ཙམ་དུ་སྙིང་པོ་མ
1028	50	1	STAGE2_MANUAL	དང་པོའི་ལན་ནི། དེ་ནི་གནས་སྐབས་ཐ་དད་དེ། སྔར་ཆོས་ཀྱི་དོན་དུ་མི
1029	47	1	STAGE2_MANUAL	འདིར་ནི་ལུས་ལ་ཞེན་ཞིང་ཆགས་པའི་བློ་འཇོམས་པའི་ཕྱིར་ལུས་ལ་ཆགས་བ
1034	115	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ཡང་མི་འོ་ཅོག་གི་ཞེས་པ་ནི་བདག་ཅག་མིར་སྐྱེས་ས
1035	60	1	STAGE2_MANUAL	ལུང་དུ་མ་བསྟན་པའི་ལས་ཀྱང་གནས་སྐབས་ཀྱི་བྱ་བ་ཟིན་པ་ཙམ་དེ་ཉིད་འ
1036	47	1	STAGE2_MANUAL	དེས་ན་ལུང་དུ་མ་བསྟན་པ་སྙིང་པོ་མེད་པ་རྣམས་ཀྱང་དོར་ཏེ། མི་དགེ་
1041	67	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་ལུས་འདི་འཕངས་མེད་དུ་དགེ་བ་ལ་བཀོལ་དགོས་ཏེ
1043	174	1	STAGE2_MANUAL	དེས་ན་ལུས་འདི་ལ་གླ་རྔན་གྱི་དོན་དུ་ཟས་སྐོམ་དང༌། གོས་དང༌། སྨན་
1046	176	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། འོན་ཀྱང་ལུས་འདི་ནི་འཁོར་བའི་མཚོ་ལས་བདག་གཞན་སྒྲ
1047	69	1	STAGE2_MANUAL	དེ་ལྟར་ལུས་དང་ལོངས་སྤྱོད་ཀྱི་རང་བཞིན་ཤེས་པས་ཆགས་པ་མེད་པར་འགྱ
1049	48	1	STAGE2_MANUAL	གཉིས་པ་དགེ་བ་སྒྲུབ་པའི་སྤྱོད་པ་ལ་བསླབ་པ་ལ་དྲུག རྗེས་ཐོབ་ཀྱི་
1052	82	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། སེམས་དུལ་ཞིང་ལས་སུ་རུང་བ་ནི་སྤྱོད་པ་ཐམས་ཅད་ཀྱི
1054	80	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཁྲི་སོགས་སྒྲ་བཅས་སུ་དྲག་པོར་མི་དོར་བ་དང༌། སྒོ་
1057	41	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེས་ན་ལུས་ངག་གི་སྤྱོད་ལམ་ཐམས་ཅད་འཇམ་ཞིང་དལ་ལ། 
1062	92	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གཞན་དགེ་བ་ལ་བསྐུལ་བའི་གཞེན་བསྐུལ་ཐབས་མཁས་པས་འད
1063	165	1	STAGE2_MANUAL	གལ་ཏེ་གཞན་སུ་ཞིག་བདག་ཉིད་ལས་མཁས་ཀྱང་རུང་མི་མཁས་ཀྱང་རུང༌། ཆོས
1065	116	1	STAGE2_MANUAL	ཞེས་རི་དྭགས་སྐྱེས་ཀྱིས་བརྗོད་པ་ན། མྱ་ངན་འདས་ཞེས་པའི་ཚིག་ཙམ་ལ
1069	125	1	STAGE2_MANUAL	གལ་ཏེ་ཆོས་མ་ཡིན་པ་སྟོན་པ་ཞིག་ན་ནི་རིགས་པ་དང་ལུང་གིས་ཚར་བཅད་པ
1075	109	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། སྤྱིར་གཞན་གྱི་ཡོན་ཏན་བརྗོད་ན་ངོར་མི་བརྗོད་པར་ལ
1076	44	1	STAGE2_MANUAL	རང་གི་ཡོན་ཏན་ཕ་རོལ་གྱིས་བརྗོད་པ་མཐོང་ན་ཡོན་ཏན་ཤེས་པ་དང༌། དེ་
1079	97	1	STAGE2_MANUAL	དེ་ལྟར་གཞན་དོན་ཁོ་ན་བསྒྲུབ་པར་བྱ་བ་ཡིན་ན་རང་ཉིད་ཀྱིས་བསྒྲུབས
1081	41	1	STAGE2_MANUAL	380,381 ཞེས་གསུངས་ཏེ། དེ་ལྟར་གཞན་བདེས་བདག་དགའ་བ་འདི་ལ་ནི་བདག
1082	45	1	STAGE2_MANUAL	དེ་ལས་ཟློག་སྟེ་གཞན་གྱི་བདེ་བ་མི་བཟོད་པ་དང་ཉེས་པར་དགའ་བའི་བློ
1085	100	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། བྱང་ཆུབ་སེམས་དཔས་སྨྲ་བ་ན་བག་ཕབ་སྟེ་ཕ་རོལ་པོ་ཡི
1086	55	1	STAGE2_MANUAL	དེ་ལྟར་སྐྱོན་དེ་དག་དང་བྲལ་ཞིང་ཡོན་ཏན་ཡང་ཕྱད་པར་ལུང་སྟོན་པ་དང
1089	89	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། འདིར་ནི་དགེ་བའི་བཤེས་གཉེན་གྱི་འདུ་ཤེས་ཀྱིས་གཞན
1091	48	1	STAGE2_MANUAL	དྲུག་པ་དགེ་བ་ཁྱད་པར་ཅན་ཇི་ལྟར་སྒྲུབ་ཚུལ་ལ་གསུམ། ཆོས་བཞི་ལྡན་
1097	113	1	STAGE2_MANUAL	ཞེས་པ་ལྟར་དུས་ཀྱི་ཁྱད་པར་རྟག་ཏུ་བྱེད་པ་དང༌། བསམ་པའི་ཁྱད་པར་མ
1103	146	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཙམ་གྱིས་ཆོག་ཤེས་པར་ཡང་མི་བྱ་སྟེ་སྦྱིན་པའི་ཕ
1108	226	1	STAGE2_MANUAL	དེ་ཐམས་ཅད་ཀྱི་དགོས་པ་ནི་རྟག་ཏུ་གཞན་དོན་ལ་བརྩོན་པ་ཡིན་ཏེ། སངས
1115	45	1	STAGE2_MANUAL	དེ་ལ་བགོ་བ་ནི་འཕྲོག་མ་ལ་ཆང་བུ་གཉིས་བྱིན་པ་དང༌། དེའི་བུ་ཐུ་བོ
1117	104	1	STAGE2_MANUAL	འགྲེལ་ཆེན་ལས། ཚངས་པ་མཚུངས་པར་སྤྱོད་པ་ཞེས་པས་ཆོས་འདི་པ་སངས་རྒ
1120	96	1	STAGE2_MANUAL	དེ་ཡང་ཨོཾ་བུདྡྷ་ནཻ་ཝཱིདྱ་ཨཱཿཧཱུཾ་གིས་སངས་རྒྱས་ལ་དབུལ་བ་སོགས་
1121	59	1	STAGE2_MANUAL	དགེ་སློང་གི་སྣམ་སྦྱར་དང་བཅས་པའི་ཆོས་གོས་གསུམ་མམ། རབ་བྱུང་སྡེ
1122	51	1	STAGE2_MANUAL	འགྲེལ་ཆེན་དུ། བྱང་ཆུབ་སེམས་དཔའི་སོ་སོར་ཐར་པ་ལས། ཡང་ལ་ལ་ཞིག་འ
1123	63	1	STAGE2_MANUAL	གལ་ཏེ་དེ་ལ་ཆོས་གོས་གསུམ་ལས་མེད་ན་གང་ལ་བསྟེན་ནས་ཚངས་པར་སྤྱོད་
1127	114	1	STAGE2_MANUAL	395,396 ཞེས་གསུངས་ཏེ། དལ་འབྱོར་གྱི་ལུས་ནི་དམ་པའི་ཆོས་སྤྱོད་པ
1130	107	1	STAGE2_MANUAL	397,398 ཞེས་གསུངས་ཏེ། གལ་ཏེ་ལུས་སློང་བ་ཞིག་འོངས་ན་ཡང་དོན་ཆེན
1133	177	1	STAGE2_MANUAL	སྤྱིར་བྱང་ཆུབ་སེམས་དཔའ་རིགས་ལ་གནས་པ་སྙིང་རྗེའི་དབང་གིས་སོ་སྐ
